cycle,unit,RUL
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
62,16.0,0
